cve_id,cwe_id,hash,stars,forks,num_files_changed,num_functions_changed,lines_added,lines_deleted,commit_message_length,repository_age,has_cwe_description,language_Batchfile,language_C,language_C#,language_C++,language_CSS,language_CoffeeScript,language_Erlang,language_Go,language_HTML,language_Haskell,language_Java,language_JavaScript,language_Jupyter Notebook,language_Lua,language_Markdown,language_Matlab,language_Objective-C,language_PHP,language_Perl,language_PowerShell,language_Python,language_R,language_Ruby,language_Rust,language_SQL,language_Scala,language_Shell,language_Swift,language_TypeScript,language_Unknown,language_unknown
CVE-2023-38997,CWE-22,448762d440b51574f1906c0ec2f5ea6dc4f16eb2,3108.0,702.0,2,0,6,6,67,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2022-23517,CWE-1333,56c61c0cebd1e493e8ad7bca2a0191609a4a6979,299.0,82.0,4,4,26,2,87,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CVE-2021-3932,CWE-352,81d80d1fbbdd8bb73c020f03c623fd4487bd9b78,3653.0,561.0,12,4,52,6,32,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-4797,CWE-307,3556ae4e651d9443dc3bb8a170dd3cc726517a53,29014.0,2163.0,14,10,276,235,26,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-0323,CWE-94,579ffa5c96e1d292c060b3dd62811ff01ad8c24e,3230.0,418.0,1,4,2,4,175,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-39248,CWE-287,77df720a238d17308deab83ecaa37f7a4740a17e,187.0,44.0,0,0,0,0,41,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2022-35941,CWE-617,3a6ac52664c6c095aa2b114e742b0aa17fdce78f,184259.0,74089.0,4,10,38,6,73,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-23601,CWE-352,f0ffb775febdf07e57117aabadac96fa37857f50,29516.0,9409.0,10,2,216,118,30,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-3990,CWE-338,a9886f26c08225e0adca75c67dfca3f7c42b87d0,12125.0,2181.0,6,16,40,6,40,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-40235,NVD-CWE-noinfo,bcab676beddfbeddffecacf755b6692f0b0151f1,928.0,267.0,1,1,2,0,107,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-39248,CWE-287,77df720a238d17308deab83ecaa37f7a4740a17e,187.0,44.0,0,0,0,0,41,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2021-4041,CWE-116,3533f265f4349a3f2a0283158cd01b59a6bbc7bd,939.0,347.0,8,24,76,22,77,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2022-24713,CWE-1333,ae70b41d4f46641dbc45c7a4f87954aea356283e,3425.0,424.0,2,7,95,2,1179,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CVE-2022-24822,NVD-CWE-noinfo,fe43e655432b0a5f07b6475f67babcc2588fb039,53.0,3.0,1,0,1,1,60,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-4843,CWE-476,842f809d4ec6a12af2906f948657281c9ebc8a24,20059.0,2961.0,2,8,4,4,134,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-1382,CWE-476,48f0ea79f99174fb0a62cb2354e13496ce5b7c44,20059.0,2961.0,2,4,2,2,144,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-0755,CWE-862,e93b269f637de313f45b32c58cef5ec012a34f58,4303.0,2041.0,12,7,127,55,23,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-37166,NVD-CWE-noinfo,df1ea50fe8968a766fd2b9379a8f9806375227f8,45.0,4.0,4,3,28,22,203,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-29172,CWE-79,79ae557d331274b114848150f19832ae341771b1,1129.0,555.0,4,12,150,4,148,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CVE-2023-23144,CWE-190,3a2458a49b3e6399709d456d7b35e7a6f50cfb86,2667.0,524.0,2,4,4,4,11,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-28638,CWE-119,d7ac5267b5b18439e6d108f8138edf48c436b32f,31.0,5.0,4,26,45,56,1005,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-37742,CWE-79,af50add82433eb2a740c3621b99d9d14d2b1e192,5133.0,1366.0,2,0,4,4,101,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-23386,CWE-909,25f15dd0fedc53688b25fd053ebbdffe3d5c1c56,198.0,68.0,2,4,2,2,33,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-15679,CWE-384,ac6f562973a83f6758cd7ab7aa313e863047d41b,41.0,23.0,38,70,456,428,96,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-37914,CWE-94,ff1d8a1790c6ee534c6a4478360a06efeb2d3591,957.0,538.0,8,32,106,32,53,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-36641,CWE-611,456752ebc1ef4c0db980cb5b01a0b3cd0a9e0bae,144.0,72.0,6,4,32,2,693,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-3190,CWE-116,241dbd4159a5d63b55af426464d30dbb53925705,1636.0,532.0,14,5,273,157,53,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-21797,NVD-CWE-noinfo,b90f10efeb670a2cc877fb88ebb3f2019189e059,3762.0,413.0,2,2,12,2,69,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-35150,CWE-94,b65220a4d86b8888791c3b643074ebca5c089a3a,957.0,538.0,70,88,2506,268,374,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-5573,CWE-770,1877683b932bb33fb20d688e476284b70bb9fe23,1560.0,62.0,218,234,8327,5718,197,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-0950,CWE-434,237ac6d43bf3728bf3587c486a23b4a48ea7acb3,12125.0,2181.0,4,6,52,10,15,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-28280,CWE-352,1c2b32321cf11ed1cd3ff835f8da0d172c849ce6,110.0,121.0,2,4,2,2,69,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-10235,CWE-116,62ce21c9ec393f9962515c88f0c489ace42bf656,1621.0,454.0,2,0,2,2,133,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-1064,CWE-89,6aca30e10b4181534f73f96d6e2ebeb45ec15069,1171.0,325.0,2,0,2,2,58,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-28626,CWE-400,ce795b7f471b01589f842dc09af38b025701178d,1127.0,134.0,0,0,0,0,100,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2021-41243,CWE-78,9088b99c329d1faff3a2f1269f37b9a9d8d5f6ff,164.0,125.0,18,64,396,1086,170,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-48292,CWE-352,03815c505c9f37006a0c56495e862dc549a39da8,3.0,14.0,2,0,15,8,55,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-43642,CWE-770,9f8c3cf74223ed0a8a834134be9c917b9f10ceb5,1023.0,232.0,5,6,60,3,254,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-40153,CWE-22,79b5a555058eef4e1e7ff220c344d39f8cd09646,744.0,191.0,16,10,198,14,594,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-23835,NVD-CWE-noinfo,f52c033e566beafb4480c139eb18662a2870464f,4323.0,1415.0,2,0,12,18,284,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CVE-2021-29617,CWE-755,890f7164b70354c57d40eda52dcdd7658677c09f,184259.0,74089.0,0,0,0,0,146,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2021-45943,CWE-787,1ca6a3e5168c200763fa46d8aa7e698d0b757e7e,4676.0,2471.0,0,0,0,0,162,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2023-47127,CWE-287,535dfbdc54fd5362e0bc08d911db44eac7f64019,1028.0,648.0,9,3,210,63,1114,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-36470,CWE-74,b0cdfd893912baaa053d106a92e39fa1858843c7,957.0,538.0,42,128,1516,324,547,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-39915,NVD-CWE-noinfo,7e7eb251e76718a07639c4781f0d959d817f173b,404.0,146.0,2,0,2,2,346,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-31153,CWE-863,2cd60279c3332285d47edf9ee3888b71257acdc9,803.0,323.0,22,17,640,96,3282,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-2042,CWE-416,2813f38e021c6e6581c0c88fcf107e41788bc835,35682.0,5349.0,6,4,48,6,209,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-4523,CWE-79,21c0a60d12e9d587f905cd084b2c70f9b1592065,71.0,47.0,0,0,0,0,126,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2022-24720,NVD-CWE-Other,038e4574e8f4f4b636a62394e09983c71980dada,844.0,74.0,3,3,23,4,428,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-0569,CWE-203,05c0819776b07425b2831cd31a8a0f4e7ac30c09,10504.0,3075.0,2,0,2,2,63,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-29603,CWE-787,c59c37e7b2d563967da813fa50fe20b21f4da683,184259.0,74089.0,2,2,6,0,343,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-1775,CWE-521,13dd6c61fc85fa773b4065f075fceda563129c53,1256.0,423.0,21,44,579,344,50,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-46252,CWE-352,5ed5479de0a279377aa9f64362481efb4e75d8f9,4.0,6.0,2,10,23,10,47,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-0509,CWE-79,6ccb5c12fc1be065ebce9c89c4677ee939b88597,3270.0,1420.0,2,4,38,14,54,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-36081,CWE-416,e6f15621c2ab2ecbfabf656942d8ef66f03b2d55,59915.0,9267.0,6,42,0,4520,105,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CVE-2021-46898,CWE-601,4ca94bcda0fa2720594506853d85e00c8212968f,3672.0,660.0,1,2,13,7,135,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2022-31032,NVD-CWE-Other,cc38bcc59ce0c733ca915d95daec5f3082fb17ca,969.0,277.0,0,0,0,0,215,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2023-2007,CWE-667,b04e75a4a8a81887386a0d2dbf605a48e779d2a0,175222.0,52671.0,24,132,2,11328,1084,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-29192,NVD-CWE-noinfo,8793c3636493c5efdda08f3b5ed5c6e1ea594fd9,3938.0,318.0,1,0,2,0,47,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-23931,CWE-125,093283e727f396130651280609e687cd4778e0d1,2667.0,524.0,2,4,26,8,11,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-5251,CWE-863,3a3a5eee5ffa48da1352423312cb767de14de269,20714.0,4758.0,6,24,424,6,635,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CVE-2024-36128,NVD-CWE-noinfo,7d2a1392f43613094de700062aba168a9400dd3b,26659.0,3702.0,3,3,15,8,547,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-2889,CWE-416,91c7cbfe31bbef57d5fcf7d76989fc159f73ef15,35682.0,5349.0,10,20,154,118,183,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-35924,CWE-863,afb1fcdae3cc30445038ef588e491d139b916003,23377.0,3201.0,12,13,301,66,529,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-41199,CWE-190,e5272d4204ff5b46136a1ef1204fc00597e21837,184259.0,74089.0,0,0,0,0,141,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2024-38516,NVD-CWE-noinfo,bb389620ffc3cf4a2f29c11a1e5f512049e0c132,61.0,59.0,1,0,1,5,65,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-24800,CWE-362,fe569f3babf3f593be2b1e0a4ae0283506127a83,155.0,171.0,2,8,10,8,8,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-37643,CWE-476,482da92095c4d48f8784b1f00dda4f81c28d2988,184259.0,74089.0,2,4,8,2,179,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-0739,CWE-362,1ee34b884b905d14d4db457563176b77a974b992,12196.0,897.0,4,2,21,21,21,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-44664,CWE-22,1672d6f46bbd6f6d42f0903ce9a313927ae2836b,62.0,61.0,4,0,21,0,137,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-26297,CWE-79,32abeef088e98327ca0dfccdad92e84afa9d2e9b,17330.0,1589.0,2,2,10,0,131,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-34449,CWE-253,f1407ee9f87e5f64d467a22d26ee88f61db7f3db,1337.0,424.0,8,20,269,20,309,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-31981,NVD-CWE-noinfo,d28e21a670c69880b951e415dd2ddd69d273eae9,957.0,538.0,4,26,412,110,65,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-42975,NVD-CWE-Other,6e7185b33a59e0b1d1c0b4223adf340a73e963ae,21031.0,2825.0,2,0,16,1,1103,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CVE-2022-39255,CWE-287,5ca86c328a5faaab429c240551cb9ca8f0f6262c,450.0,213.0,44,177,2396,199,52,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-2007,CWE-667,b04e75a4a8a81887386a0d2dbf605a48e779d2a0,175222.0,52671.0,24,132,2,11328,1084,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-28199,NVD-CWE-noinfo,aa50c604cdee1d0ce7ef068a4c66cbd5d43f96a1,1191.0,81.0,2,6,34,9,110,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CVE-2021-32138,CWE-476,289ffce3e0d224d314f5f92a744d5fe35999f20b,2667.0,524.0,2,4,36,28,18,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-0739,CWE-362,1ee34b884b905d14d4db457563176b77a974b992,12196.0,897.0,4,2,21,21,21,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-37794,CWE-79,201329abce4e92ae9071b9ded81e267aae159fbd,25016.0,2867.0,2,0,12,0,41,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-32661,NVD-CWE-noinfo,71e463e31b4d69f4022d36bfc814592f56600793,10587.0,14661.0,2,2,8,0,56,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-27130,CWE-79,f9ede542c9052ba22a6096d8412e2f02d9de872b,11149.0,2002.0,2,4,5,5,9,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-24810,NVD-CWE-noinfo,ce66eb97c17aa9a48bc079be7b65895266fa6775,297.0,210.0,4,0,100,10,23,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-4280,CWE-404,0cad44aa4a3eb0ecdba071c10eaff16023d8b35f,97.0,34.0,2,0,13,8,122,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-5452,CWE-79,eea2eabaeef16fc8f3a1d61b19c06e9fc8ed942a,10504.0,3075.0,2,4,26,22,77,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-2516,CWE-79,39b774cba118ca5383b0a51a71b1e7dea2761927,1636.0,532.0,10,135,4811,7,48,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-47128,CWE-89,82679eb8cd1449cf31d87c9914a072e70168b6eb,1351.0,88.0,4,9,36,2,106,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2023-2109,CWE-79,a06a5a574ad908b0ef2db7b47d05c3774eeb493d,19792.0,3180.0,2,8,4,4,147,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CVE-2023-23620,CWE-200,105fee978d73b0ec23ff814a09d1c0c9ace95164,41299.0,8214.0,4,4,52,2,121,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CVE-2024-24818,NVD-CWE-noinfo,3babdfa3399e328fb1bd83a1b4ed03d509f4c8e7,1637.0,550.0,6,10,386,2,12,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-45813,CWE-1333,ef6e06bc7785355b1701d5524eb4550441086ac4,2764.0,512.0,1,2,0,13,29,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CVE-2023-2881,CWE-522,d1d58c10313f080737dc1e71fab3beb12488a1e6,79.0,92.0,1,0,1,1,382,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-3551,CWE-94,cc6abc76aa46ed4a27736c1d2f21e432a5d54e6f,1636.0,532.0,7,6,44,41,86,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-32962,NVD-CWE-noinfo,c2b83f984049edb68ad1d7c6ad0739ec92af11ca,195.0,172.0,20,39,436,321,224,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-41714,CWE-494,9b5f13d1708e9a5dc0959cb8a97be1c32b94ca69,315.0,105.0,2,6,10,5,8,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-11722,CWE-434,fc522ff6eb1bbb85e3de60c60a45762571e48c28,2268.0,1230.0,2,4,10,0,48,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-41263,CWE-327,c6785cdb5c9277dd2c5ac8d55180dd1ece440ed0,266.0,18.0,6,4,49,1,190,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-0607,NVD-CWE-Other,c301f0981fdd3fd1ffac6836b423c4d7a8e0eb63,175222.0,52671.0,6,12,12,10,844,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-35545,NVD-CWE-noinfo,3559bae4782162faab94670f503fd35b0f331929,851.0,585.0,2,0,16,0,8,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-28234,NVD-CWE-noinfo,55b995d8d35da0d36bc6a22c53fe6423ab0c4ae2,329.0,156.0,5,5,483,58,687,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-15161,CWE-79,562a231fec18a928e4a601860416fe11af274672,7945.0,4766.0,0,0,0,0,92,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2023-48795,CWE-354,8e972c5e94b460379fe0c7d20209c16df81538a5,3248.0,171.0,4,7,49,5,66,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-46245,NVD-CWE-Other,38e37f1c2e91e1acb221ec5c13f11b735bd50ae4,3048.0,534.0,210,26,1783,1146,1276,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-21732,CWE-770,e3749a6d5d1e8d11806d4a2e9cc3123d1a90b75e,184259.0,74089.0,2,14,38,14,151,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-47122,CWE-347,cd66ccb03c86a3600955f0c15f6bfeb75f697236,915.0,60.0,5,12,72,21,276,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
